Customer,recency,frequency,monetary,R_Quartile,F_Quartile,M_Quartile,RFMClass
Barbara Lal,194,6,2795.012499999999,3,1,1,311
Barbara Li,87,4,4443.379599999999,2,2,1,221
Barbara Liang,308,4,3899.4924999999994,4,2,1,421
Barbara Lin,280,2,28.979999999999997,4,3,4,434
Barbara Liu,181,1,21.49,3,4,4,344
Barbara Lu,192,1,21.98,3,4,4,344
Barbara Luo,358,2,29.479999999999997,4,3,4,434
Barbara Ma,187,4,600.46,3,2,2,322
Barbara Nara,107,5,217.45999999999998,2,1,3,213
Barbara Rai,132,2,1709.98,2,3,2,232
Barbara Raji,227,1,1120.49,3,4,2,342
Barbara Schultz,195,5,71.16000000000001,3,1,3,313
Barbara Sharma,236,2,58.980000000000004,3,3,3,333
Barbara Shen,62,2,4144.34,1,3,1,131
Barbara Tang,120,4,617.47,2,2,2,222
Barbara Wang,96,6,5160.08,2,1,1,211
Barbara Wu,319,1,21.98,4,4,4,444
Barbara Xie,159,3,827.33,2,3,2,232
Barbara Xu,246,5,2478.9399999999996,3,1,2,312
Barbara Ye,78,3,48.97,1,3,4,134
Barbara Yuan,236,2,49.48,3,3,4,334
Barbara Zeng,197,3,2730.5424999999996,3,3,1,331
Barbara Zhang,273,6,169.43,4,1,3,413
Barbara Zhao,7,2,7.28,1,3,4,134
Barbara Zheng,48,4,1353.46,1,2,2,122
Barbara Zhou,291,2,119.97999999999999,4,3,3,433
Barbara Zhu,168,2,25.479999999999997,3,3,4,334
Barry Arun,262,2,39.980000000000004,3,3,4,334
Barry Fernandez,195,2,119.97999999999999,3,3,3,333
Barry Garcia,184,3,27.769999999999996,3,3,4,334
Barry Kovár,93,6,4705.4825,2,1,1,211
Barry Lopez,104,4,1932.46,2,2,2,222
Barry Madan,183,4,1283.82,3,2,2,322
Barry Malhotra,141,3,1957.47,2,3,2,232
Barry Martinez,128,7,6471.209999999999,2,1,1,211
Barry Patel,291,2,6.28,4,3,4,434
Barry Perez,112,1,69.99,2,4,3,243
Barry Prasad,99,4,567.76,2,2,2,222
Barry Raman,133,4,2420.3399999999997,2,2,2,222
Barry Rana,79,4,5938.24,1,2,1,121
Barry Rodriguez,102,3,87.97,2,3,3,233
Barry Sai,66,3,4169.33,1,3,1,131
Barry Sara,39,9,6872.3895999999995,1,1,1,111
Barry Srini,157,5,2765.397499999999,2,1,1,211
Barry Subram,189,7,5927.509999999998,3,1,1,311
Barry Suri,72,4,78.96000000000001,1,2,3,123
Begoña Hurtado,95,2,2341.97,2,3,2,232
Ben Adams,351,4,4337.5599999999995,4,2,1,421
Benjamin Alexander,364,2,33.98,4,3,4,434
Benjamin Anderson,154,2,32.28,2,3,4,234
Benjamin Brown,94,6,4725.319999999999,2,1,1,211
Benjamin Bryant,338,1,4.99,4,4,4,444
Benjamin Butler,87,4,2369.9699999999993,2,2,2,222
Benjamin Chen,48,3,37.269999999999996,1,3,4,134
Benjamin Clark,77,2,36.59,1,3,4,134
Benjamin Coleman,233,5,5343.23,3,1,1,311
Benjamin Davis,215,2,119.97999999999999,3,3,3,333
Benjamin Diaz,216,5,617.95,3,1,2,312
Benjamin Flores,161,3,37.269999999999996,2,3,4,234
Benjamin Foster,296,4,35.72,4,2,4,424
Benjamin Garcia,74,3,1785.97,1,3,2,132
Benjamin Gonzales,368,2,548.98,4,3,2,432
Benjamin Griffin,228,3,2344.2599999999998,3,3,2,332
Benjamin Harris,74,2,2341.97,1,3,2,132
Benjamin Hayes,293,1,539.99,4,4,2,442
Benjamin Henderson,297,4,100.46000000000001,4,2,3,423
Benjamin Hughes,119,3,1760.47,2,3,2,232
Benjamin Jackson,31,5,5948.23,1,1,1,111
Benjamin Jai,8,2,14.98,1,3,4,134
Benjamin Johnson,93,5,132.95,2,1,3,213
Benjamin Jones,103,2,32.28,2,3,4,234
Benjamin Kumar,45,2,1155.48,1,3,2,132
Benjamin Lal,139,4,147.76999999999998,2,2,3,223
Benjamin Lee,144,3,67.97,2,3,3,233
Benjamin Lewis,72,1,21.98,1,4,4,144
Benjamin Li,328,3,64.47,4,3,3,433
Benjamin Long,1,3,39.47,1,3,4,134
Benjamin Martin,234,1,29.99,3,4,4,344
Benjamin Martinez,87,1,4.99,2,4,4,244
Benjamin Miller,977,1,699.0982,4,4,2,442
Benjamin Moore,96,4,5922.53,2,2,1,221
Benjamin Patterson,33,2,2322.2799999999997,1,3,2,132
Benjamin Perry,336,4,2407.0399999999995,4,2,2,422
Benjamin Powell,71,1,24.99,1,4,4,144
Benjamin Robinson,65,3,2376.9599999999996,1,3,2,132
Benjamin Rodriguez,191,4,1184.46,3,2,2,322
Benjamin Ross,367,5,2988.3224999999993,4,1,1,411
Benjamin Russell,245,4,45.95,3,2,4,324
Benjamin Shan,847,1,3578.27,4,4,1,441
Benjamin Sharma,43,2,750.3000000000001,1,3,2,132
Benjamin Simmons,91,2,7.28,2,3,4,234
Benjamin Smith,98,4,93.46,2,2,3,223
Benjamin Taylor,269,4,5962.24,4,2,1,421
Benjamin Thomas,81,2,56.97,1,3,3,133
Benjamin Thompson,366,4,3457.7674999999995,4,2,1,421
Benjamin Walker,211,4,3405.9075,3,2,1,321
Benjamin Wang,228,2,7.28,3,3,4,334
Benjamin Washington,39,1,69.99,1,4,3,143
Benjamin Wilson,313,1,21.98,4,4,4,444
Benjamin Winter,66,3,61.96,1,3,3,133
Benjamin Yang,246,2,67.49,3,3,3,333
Benjamin Zhang,152,3,42.97,2,3,4,234
Bernard Thames,237,2,68.49,3,3,3,333
Beth Alonso,41,5,5923.23,1,1,1,111
Beth Alvarez,30,2,14.98,1,3,4,134
Beth Blanco,112,2,25.479999999999997,2,3,4,234
Beth Carlson,39,3,1575.4175,1,3,2,132
Beth Diaz,253,2,1155.48,3,3,2,332
Beth Dominguez,213,3,34.92,3,3,4,334
Beth Gill,90,3,5814.98,2,3,1,231
Beth Gomez,257,6,6801.128199999999,3,1,1,311
Beth Gutierrez,342,3,5729.969999999999,4,3,1,431
Beth Hernandez,211,1,742.35,3,4,2,342
Beth Jiménez,131,10,8242.49,2,1,1,211
Beth Martin,130,2,39.980000000000004,2,3,4,234
Beth Moreno,99,6,4334.61,2,1,1,211
Beth Navarro,57,6,86.24,1,1,3,113
Beth Ortega,248,8,5666.5196,3,1,1,311
Beth Romero,241,5,1941.95,3,1,2,312
Beth Rubio,104,3,56.959999999999994,2,3,3,233
Beth Ruiz,253,3,1804.9175,3,3,2,332
Beth Sanz,133,1,21.98,2,4,4,244
Beth Serrano,104,5,3946.522499999999,2,1,1,211
Beth Srini,75,2,6.28,1,3,4,134
Beth Suarez,176,1,21.49,3,4,4,344
Beth Torres,15,1,32.6,1,4,4,144
Beth Vazquez,68,3,553.97,1,3,2,132
Bethany Andersen,337,2,39.980000000000004,4,3,4,434
Bethany Ashe,283,2,23.779999999999998,4,3,4,434
Bethany Beck,67,3,63.97,1,3,3,133
Bethany Chande,167,4,5968.25,2,2,1,221
Bethany Chander,221,7,8237.009999999998,3,1,1,311
Bethany Deng,388,4,1981.96,4,2,2,422
Bethany Goel,187,2,548.98,3,3,2,332
Bethany Jai,276,3,1744.97,4,3,2,432
Bethany Kumar,83,2,548.98,1,3,2,132
Bethany Lal,72,2,2721.5525,1,3,1,131
Bethany Luo,4,5,61.75,1,1,3,113
Bethany Nara,96,2,2746.5525,2,3,1,231
Bethany Nath,198,7,133.34,3,1,3,313
Bethany Pal,111,4,83.97,2,2,3,223
Bethany Raheem,72,4,99.47,1,2,3,123
Bethany Raje,227,3,41.93,3,3,4,334
Bethany Raji,213,3,64.97,3,3,3,333
Bethany Shan,50,7,5185.6795999999995,1,1,1,111
Bethany She,35,3,38.88,1,3,4,134
Bethany Shen,96,3,32.269999999999996,2,3,4,234
Bethany Tang,811,1,3374.99,4,4,1,441
Bethany Xu,19,1,4.99,1,4,4,144
Bethany Yuan,80,4,6471.32,1,2,1,121
Bharat Mirchandani,111,1,53.99,2,4,3,243
Bianca Cai,267,4,2735.5324999999993,4,2,1,421
Bianca Chen,51,1,4.99,1,4,4,144
Bianca Gao,47,9,5717.888199999999,1,1,1,111
Bianca Guo,185,4,5888.24,3,2,1,321
Bianca Harrison,276,3,38.97,4,3,4,434
Bianca Hu,0,3,37.269999999999996,1,3,4,134
Bianca Huang,343,1,539.99,4,4,2,442
Bianca Liang,78,5,3089.2999999999997,1,1,1,111
Bianca Lin,221,6,8171.009999999998,3,1,1,311
Bianca Liu,10,7,96.88999999999999,1,1,3,113
Bianca Lu,255,5,6820.4596,3,1,1,311
Bianca Ma,117,6,128.44,2,1,3,213
Bianca Wang,4,1,21.49,1,4,4,144
Bianca Wu,259,2,751.34,3,3,2,332
Bianca Yang,128,2,2419.06,2,3,2,232
Bianca Zhao,35,6,6772.128199999999,1,1,1,111
Bianca Zheng,87,3,5997.33,2,3,1,231
Bianca Zhu,240,2,38.980000000000004,3,3,4,334
Bianca Zimmerman,272,3,187.98,4,3,3,433
Billy Alonso,69,2,39.99,1,3,4,134
Billy Alvarez,1058,1,3578.27,4,4,1,441
Billy Blanco,183,5,2835.022499999999,3,1,1,311
Billy Carlson,70,5,150.95000000000002,1,1,3,113
Billy Diaz,154,3,92.47999999999999,2,3,3,233
Billy Dominguez,345,2,1754.98,4,3,2,432
Billy Gill,217,3,92.97,3,3,3,333
Billy Gomez,352,1,9.99,4,4,4,444
Billy Gutierrez,689,1,2049.0982,4,4,2,442
Billy Hernandez,284,1,53.99,4,4,3,443
Billy Jiménez,352,2,39.980000000000004,4,3,4,434
Billy Martin,269,2,38.980000000000004,4,3,4,434
Billy Moreno,326,6,4450.369599999999,4,1,1,411
Billy Munoz,118,5,6705.589999999999,2,1,1,211
Billy Ortega,197,6,889.3900000000001,3,1,2,312
Billy Romero,296,1,4.99,4,4,4,444
Billy Rubio,132,4,78.96,2,2,3,223
Billy Ruiz,143,1,24.99,2,4,4,244
Billy Schmidt,102,2,1735.98,2,3,2,232
Billy Serrano,184,2,53.980000000000004,3,3,3,333
Billy Suarez,138,4,95.26,2,2,3,223
Billy Torres,57,4,6920.612499999999,1,2,1,121
Birgit Seidel,138,5,73.86000000000001,2,1,3,213
Blake Adams,73,2,1735.98,1,3,2,132
Blake Allen,101,2,29.479999999999997,2,3,4,234
Blake Anderson,221,4,8159.039999999999,3,2,1,321
Blake Baker,299,4,1283.82,4,2,2,422
Blake Barnes,61,3,1789.97,1,3,2,132
Blake Bennett,90,1,69.99,2,4,3,243
Blake Brown,352,4,608.96,4,2,2,422
Blake Bryant,183,2,12.940000000000001,3,3,4,334
Blake Butler,236,8,8375.29,3,1,1,311
Blake Campbell,7,5,86.26,1,1,3,113
Blake Carter,116,2,574.98,2,3,2,232
Blake Clark,114,2,1735.98,2,3,2,232
Blake Coleman,96,3,37.93,2,3,4,234
Blake Collins,88,6,6786.4396,2,1,1,211
Blake Davis,314,3,76.96000000000001,4,3,3,433
Blake Diaz,72,6,6921.582499999999,1,1,1,111
Blake Edwards,61,2,548.98,1,3,2,132
Blake Evans,141,5,3209.939999999999,2,1,1,211
Blake Flores,243,4,77.27000000000001,3,2,3,323
Blake Foster,150,1,21.98,2,4,4,244
Blake Garcia,58,3,72.28,1,3,3,133
Blake Gonzales,66,5,4543.8324999999995,1,1,1,111
Blake Gonzalez,133,2,59.980000000000004,2,3,3,233
Blake Green,130,11,287.2,2,1,3,213
Blake Griffin,362,4,5308.24,4,2,1,421
Blake Hall,250,4,96.07000000000001,3,2,3,323
Blake Harris,236,3,1759.97,3,3,2,332
Blake Hayes,93,4,2541.3199999999993,2,2,1,221
Blake Henderson,82,3,63.97,1,3,3,133
Blake Hernandez,327,1,4.99,4,4,4,444
Blake Hill,88,8,131.54000000000002,2,1,3,213
Blake Hughes,255,3,68.97,3,3,3,333
Blake Jackson,962,1,3578.27,4,4,1,441
Blake Jenkins,128,2,23.779999999999998,2,3,4,234
Blake Johnson,383,3,4355.61,4,3,1,431
Blake Jones,69,2,561.48,1,3,2,132
Blake Lee,259,1,32.6,3,4,4,344
Blake Lewis,265,2,39.980000000000004,4,3,4,434
Blake Long,29,2,32.28,1,3,4,134
Blake Lopez,248,3,22.93,3,3,4,334
Blake Martin,275,3,49.97,4,3,3,433
Blake Martinez,232,2,14.98,3,3,4,334
Blake Miller,105,2,85.48,2,3,3,233
Blake Mitchell,158,3,3018.33,2,3,1,231
Blake Moore,40,3,91.28000000000002,1,3,3,133
Blake Nelson,121,5,4805.62,2,1,1,211
Blake Parker,94,9,170.53000000000003,2,1,3,213
Blake Patterson,330,4,50.230000000000004,4,2,3,423
Blake Perez,116,2,88.99000000000001,2,3,3,233
Blake Perry,52,3,44.97,1,3,4,134
Blake Phillips,175,3,3112.9799999999996,3,3,1,331
Blake Powell,184,2,39.980000000000004,3,3,4,334
Blake Price,168,2,33.98,3,3,4,334
Blake Roberts,256,1,8.99,3,4,4,344
Blake Robinson,16,3,36.96,1,3,4,134
Blake Rodriguez,173,2,39.980000000000004,3,3,4,334
Blake Ross,71,2,2329.99,1,3,2,132
Blake Russell,162,5,1193.45,2,1,2,212
Blake Scott,41,2,26.97,1,3,4,134
Blake Simmons,305,2,30.97,4,3,4,434
Blake Taylor,188,3,3043.33,3,3,1,331
Blake Thomas,141,3,4355.61,2,3,1,231
Blake Thompson,87,3,141.96,2,3,3,233
Blake Turner,5,10,181.71000000000004,1,1,3,113
Blake Walker,323,3,35.23,4,3,4,434
Blake Washington,178,2,589.98,3,3,2,332
Blake White,22,2,76.97,1,3,3,133
Blake Williams,57,2,78.48,1,3,3,133
Blake Wilson,240,2,1174.48,3,3,2,332
Blake Wright,227,3,38.88,3,3,4,334
Blake Young,265,3,49.97,4,3,3,433
Bob Alan,233,2,1322.98,3,3,2,332
Bob Chapman,263,3,69.97,3,3,3,333
Bob Fernandez,253,3,4511.5525,3,3,1,331
Bob Garcia,92,3,1562.4075,2,3,2,232
Bob Gonzalez,245,3,2479.9399999999996,3,3,2,332
Bob Kapoor,355,1,2443.35,4,4,2,442
Bob Lopez,215,3,64.97,3,3,3,333
Bobby Mehta,95,2,4455.489600000001,2,3,1,231
Bobby Perez,74,3,60.47,1,3,3,133
Bobby Prasad,307,2,39.980000000000004,4,3,4,434
Bobby Raman,282,1,4.99,4,4,4,444
Bobby Ray,252,2,3302.0525,3,3,1,331
Bobby Rodriguez,65,5,4408.6896,1,1,1,111
Bobby Sai,136,3,49.97,2,3,3,233
Bobby Sanchez,103,5,1799.95,2,1,2,212
Bobby Saunders,192,3,120.48,3,3,3,333
Bobby Subram,263,3,184.48,3,3,3,333
Bobby Suri,62,3,81.46,1,3,3,133
Bobby Van,309,3,132.97,4,3,3,433
Bonnie Andersen,3,3,36.269999999999996,1,3,4,134
Bonnie Beck,161,2,548.98,2,3,2,232
Bonnie Chande,177,5,3167.8199999999997,3,1,1,311
Bonnie Deng,132,2,603.49,2,3,2,232
Bonnie Goel,303,1,53.99,4,4,3,443
Bonnie Jai,166,8,8212.5,2,1,1,211
Bonnie Kennedy,24,2,27.279999999999998,1,3,4,134
Bonnie Lal,143,3,182.78,2,3,3,233
Bonnie Luo,44,3,1575.4175,1,3,2,132
Bonnie Nara,91,4,588.96,2,2,2,222
Bonnie Nath,226,6,10793.269999999999,3,1,1,311
Bonnie Pal,91,4,83.97,2,2,3,223
Bonnie Rai,357,1,28.99,4,4,4,444
Bonnie Raje,181,5,6060.5,3,1,1,311
Bonnie Raji,330,3,5920.24,4,3,1,431
Bonnie Shan,124,4,118.96000000000001,2,2,3,223
Bonnie Sharma,94,2,1239.0882000000001,2,3,2,232
Bonnie She,128,1,4.99,2,4,4,244
Bonnie Shen,215,3,74.98,3,3,3,333
Bonnie Skelly,153,2,25.479999999999997,2,3,4,234
Bonnie Tang,124,4,578.46,2,2,2,222
Bonnie Xie,237,8,8404.279999999999,3,1,1,311
Bonnie Xu,235,3,1503.5782000000002,3,3,2,332
Bonnie Yuan,58,6,6690.579999999999,1,1,1,111
Brad Andersen,189,3,583.97,3,3,2,332
Brad Ashe,182,2,2120.9275,3,3,2,332
Brad Beck,312,1,49.99,4,4,3,443
Brad Chande,396,4,2638.9399999999996,4,2,1,421
Brad Chander,353,1,69.99,4,4,3,443
Brad Deng,331,3,3150.3981999999996,4,3,1,431
Brad Goel,195,2,777.34,3,3,2,332
Brad Jai,57,2,64.98,1,3,3,133
Brad Kumar,130,1,2.29,2,4,4,244
Brad Lal,68,4,86.45,1,2,3,123
Brad Nara,295,2,27.279999999999998,4,3,4,434
Brad Nath,257,3,48.970000000000006,3,3,4,334
Brad Oliver,187,4,191.26999999999998,3,2,3,323
Brad Pritchett,170,1,32.6,3,4,4,344
Brad Rai,308,3,6029.57,4,3,1,431
Brad Raje,151,4,72.96,2,2,3,223
Brad Raji,224,3,3917.5424999999996,3,3,1,331
Brad Shan,218,3,5314.25,3,3,1,331
Brad Sharma,47,3,5908.25,1,3,1,131
Brad She,72,11,13173.189999999999,1,1,1,111
Brad Tang,33,3,1147.77,1,3,2,132
Brad Xie,50,5,1577.3875,1,1,2,112
Brad Xu,123,1,69.99,2,4,3,243
Brad Yuan,237,3,69.97,3,3,3,333
Bradley Anand,190,4,39.459999999999994,3,2,4,324
Bradley Andersen,290,3,68.97,4,3,3,433
Bradley Beck,309,2,68.49,4,3,3,433
Bradley Carson,159,2,2983.34,2,3,1,231
Bradley Chande,499,1,2049.0982,4,4,2,442
Bradley Goel,70,4,66.26,1,2,3,123
Bradley Jai,220,7,119.93,3,1,3,313
Bradley Kumar,132,5,3345.397499999999,2,1,1,211
Bradley Lal,32,4,2663.6895999999997,1,2,1,121
Bradley Luo,983,1,3399.99,4,4,1,441
Bradley Nara,119,2,5898.26,2,3,1,231
Bradley Pal,8,2,123.97999999999999,1,3,3,133
Bradley Rai,33,3,79.26,1,3,3,133
Bradley Raje,216,3,1273.83,3,3,2,332
Bradley Raji,97,2,4698.76,2,3,1,231
Bradley Sharma,33,5,639.95,1,1,2,112
Bradley She,106,7,117.93,2,1,3,213
Bradley Shen,189,4,82.47,3,2,3,323
Bradley Tang,146,3,1164.47,2,3,2,232
Bradley Xie,85,2,119.97999999999999,2,3,3,233
Bradley Xu,346,2,27.279999999999998,4,3,4,434
Bradley Yuan,116,3,4733.75,2,3,1,231
Brandi Alonso,197,3,86.27000000000001,3,3,3,333
Brandi Ashe,131,4,77.96,2,2,3,223
Brandi Blanco,115,2,7.28,2,3,4,234
Brandi Carlson,47,2,7.28,1,3,4,134
Brandi Diaz,115,4,5738.3825,2,2,1,221
Brandi Dominguez,331,2,30.479999999999997,4,3,4,434
Brandi Gill,113,12,13195.639999999998,2,1,1,211
Brandi Gomez,23,4,237.97,1,2,3,123
Brandi Gutierrez,12,2,27.279999999999998,1,3,4,134
Brandi Hernandez,93,5,4663.7925000000005,2,1,1,211
Brandi Jiménez,65,4,4173.32,1,2,1,121
Brandi Martin,297,2,7.28,4,3,4,434
Brandi Munoz,320,2,39.980000000000004,4,3,4,434
Brandi Navarro,148,2,39.980000000000004,2,3,4,234
Brandi Ortega,365,4,85.95,4,2,3,423
Brandi Romero,348,3,1953.47,4,3,2,432
Brandi Rubio,151,2,32.28,2,3,4,234
Brandi Ruiz,192,4,5968.25,3,2,1,321
Brandi Sanz,257,3,49.97,3,3,3,333
Brandi Serrano,33,5,1193.95,1,1,2,112
Brandi Suarez,97,4,4638.8925,2,2,1,221
Brandi Vazquez,112,3,31.729999999999997,2,3,4,234
Brandon Alexander,297,3,103.48,4,3,3,433
Brandon Anderson,348,2,561.48,4,3,2,432
Brandon Brown,198,5,3357.3974999999996,3,1,1,311
Brandon Bryant,199,2,1174.48,3,3,2,332
Brandon Butler,28,5,132.92000000000002,1,1,3,113
Brandon Chen,79,3,64.47,1,3,3,133
Brandon Clark,100,3,1149.47,2,3,2,232
Brandon Coleman,49,1,3.99,1,4,4,144
Brandon Davis,285,3,42.84,4,3,4,434
Brandon Diaz,337,1,4.99,4,4,4,444
Brandon Flores,121,3,89.97,2,3,3,233
Brandon Foster,3,2,27.279999999999998,1,3,4,134
Brandon Garcia,276,3,4329.61,4,3,1,431
Brandon Gonzales,951,1,3578.27,4,4,1,441
Brandon Harris,30,3,86.58000000000001,1,3,3,133
Brandon Hayes,196,4,45.22,3,2,4,324
Brandon Henderson,203,3,69.97,3,3,3,333
Brandon Jackson,82,3,32.22,1,3,4,134
Brandon Jai,132,5,3078.3099999999995,2,1,1,211
Brandon Jenkins,308,2,78.97999999999999,4,3,3,433
Brandon Johnson,230,2,5759.0599999999995,3,3,1,331
Brandon Jones,1063,1,3578.27,4,4,1,441
Brandon Kumar,46,2,24.27,1,3,4,134
Brandon Lal,363,3,3021.0424999999996,4,3,1,431
Brandon Lee,126,3,31.269999999999996,2,3,4,234
Brandon Lewis,266,1,69.99,4,4,3,443
Brandon Li,36,4,73.96,1,2,3,123
Brandon Long,96,3,650.47,2,3,2,232
Brandon Martin,273,2,39.980000000000004,4,3,4,434
Brandon Martinez,147,2,29.979999999999997,2,3,4,234
Brandon Miller,276,1,4.99,4,4,4,444
Brandon Moore,151,3,37.97,2,3,4,234
Brandon Patterson,260,4,28.96,3,2,4,324
Brandon Perry,79,2,141.98,1,3,3,133
Brandon Powell,178,4,608.96,3,2,2,322
Brandon Robinson,56,10,5208.039999999999,1,1,1,111
Brandon Rodriguez,256,2,4763.34,3,3,1,331
Brandon Ross,264,3,3804.0782,4,3,1,431
Brandon Russell,359,2,56.97,4,3,3,433
Brandon Sharma,33,3,1179.97,1,3,2,132
Brandon Simmons,169,1,69.99,3,4,3,343
Brandon Smith,141,2,78.97999999999999,2,3,3,233
Brandon Taylor,251,2,23.779999999999998,3,3,4,334
Brandon Thomas,193,3,23.97,3,3,4,334
Brandon Thompson,85,3,1622.47,2,3,2,232
Brandon Wagner,226,4,2433.0399999999995,3,2,2,322
Brandon Walker,54,8,4793.27,1,1,1,111
Brandon Washington,205,3,68.97,3,3,3,333
Brandon White,72,3,89.98,1,3,3,133
Brandon Williams,130,1,29.99,2,4,4,244
Brandon Wilson,181,3,553.97,3,3,2,332
Brandon Yang,297,2,2393.06,4,3,2,432
Brandon Zhang,919,1,3578.27,4,4,1,441
Brandy Arun,396,3,776.33,4,3,2,432
Brandy Chandra,6,33,872.25,1,1,2,112
Brandy Fernandez,37,5,4208.3099999999995,1,1,1,111
Brandy Garcia,97,3,1938.47,2,3,2,232
Brandy Gonzalez,328,3,132.97,4,3,3,433
Brandy Kapoor,240,5,126.95000000000002,3,1,3,313
Brandy Lopez,210,5,99.94,3,1,3,313
Brandy Madan,37,3,1183.47,1,3,2,132
Brandy Malhotra,321,4,1732.26,4,2,2,422
Brandy Martinez,274,7,114.22999999999999,4,1,3,413
Brandy Mehta,357,4,39.25,4,2,4,424
Brandy Patel,180,3,84.47,3,3,3,333
Brandy Perez,106,2,78.97999999999999,2,3,3,233
Brandy Prasad,85,3,63.970000000000006,2,3,3,233
Brandy Raman,270,3,77.27000000000001,4,3,3,433
Brandy Rana,190,7,6316.502499999999,3,1,1,311
Brandy Sai,63,3,71.58000000000001,1,3,3,133
Brandy Sanchez,109,4,5888.24,2,2,1,221
Brandy Saunders,37,5,4697.3099999999995,1,1,1,111
Brandy Srini,263,3,1179.47,3,3,2,332
Brandy Subram,46,4,1236.78,1,2,2,122
Brandy Suri,350,4,71.95,4,2,3,423
Brenda Arun,57,8,6824.7296,1,1,1,111
Brenda Chandra,205,6,6952.582499999999,3,1,1,311
Brenda Fernandez,39,3,4197.25,1,3,1,131
Brenda Garcia,363,2,39.980000000000004,4,3,4,434
Brenda Gonzalez,22,2,23.779999999999998,1,3,4,134
Brenda Kapoor,380,5,2566.9499999999994,4,1,1,411
Brenda Lopez,247,2,78.97999999999999,3,3,3,333
Brenda Madan,129,6,175.93,2,1,3,213
Brenda Malhotra,118,3,2405.47,2,3,2,232
Brenda Martinez,128,2,39.980000000000004,2,3,4,234
Brenda Mehta,290,2,13.98,4,3,4,434
Brenda Perez,204,7,8189.499999999998,3,1,1,311
Brenda Prasad,278,2,561.48,4,3,2,432
Brenda Rana,88,2,53.980000000000004,2,3,3,233
Brenda Rodriguez,377,3,2822.7596,4,3,1,431
Brenda Sai,123,2,74.48,2,3,3,233
Brenda Sanchez,286,1,539.99,4,4,2,442
Brenda Saunders,160,2,39.980000000000004,2,3,4,234
Brenda Stone,74,8,296.19,1,1,2,112
Brenda Subram,70,2,6.28,1,3,4,134
Brenda Suri,340,1,1120.49,4,4,2,442
Brenda Van,355,2,39.980000000000004,4,3,4,434
Brendan Anand,73,1,21.98,1,4,4,144
Brendan Andersen,46,6,5202.7296,1,1,1,111
Brendan Beck,95,4,3941.5324999999993,2,2,1,221
Brendan Chande,231,3,5953.25,3,3,1,331
Brendan Deng,329,6,663.44,4,1,2,412
Brendan Goldstein,46,4,2638.3582,1,2,1,121
Brendan Jai,45,2,123.97999999999999,1,3,3,133
Brendan Kumar,67,5,5085.532499999999,1,1,1,111
Brendan Lal,97,2,34.89,2,3,4,234
Brendan Nara,32,3,42.97,1,3,4,134
Brendan Nath,300,1,4.99,4,4,4,444
Brendan Pal,100,1,21.98,2,4,4,244
Brendan Rai,99,6,4960.159999999999,2,1,1,211
Brendan Raje,31,3,4511.5425,1,3,1,131
Brendan Raji,66,8,6842.5982,1,1,1,111
Brendan Shan,77,1,4.99,1,4,4,144
Brendan She,311,2,76.97,4,3,3,433
Brendan Shen,115,7,3652.1981999999994,2,1,1,211
Brendan Xie,75,4,2642.3795999999998,1,2,1,121
Brendan Xu,80,5,6652.889999999999,1,1,1,111
Brendan Yuan,111,1,4.99,2,4,4,244
Brent Chen,238,2,574.98,3,3,2,332
Brent Gao,250,4,93.46,3,2,3,323
Brent Guo,87,3,1248.0782000000002,2,3,2,232
Brent He,61,5,1262.0582000000002,1,1,2,112
Brent Huang,386,2,6021.62,4,3,1,431
Brent Li,18,1,21.98,1,4,4,144
Brent Lin,323,2,6.28,4,3,4,434
Brent Lu,394,2,2478.3399999999997,4,3,2,432
Brent Ma,11,1,29.99,1,4,4,144
Brent McDonald,162,3,77.27,2,3,3,233
Brent Stone,72,2,34.98,1,3,4,134
Brent Sun,33,4,1188.46,1,2,2,122
Brent Wang,179,1,69.99,3,4,3,343
Brent Wu,276,3,64.97,4,3,3,433
Brent Yang,100,3,60.47,2,3,3,233
Brent Ye,160,2,29.479999999999997,2,3,4,234
Brent Zeng,348,2,34.98,4,3,4,434
Brent Zhang,54,9,7189.349999999999,1,1,1,111
Brent Zhao,258,4,2481.8199999999993,3,2,2,322
Brent Zheng,34,2,32.28,1,3,4,134
Brent Zhou,115,2,32.28,2,3,4,234
Brent Zhu,158,3,83.97,2,3,3,233
Brett Arun,321,2,30.479999999999997,4,3,4,434
Brett Chandra,296,2,44.980000000000004,4,3,4,434
Brett Fernandez,303,3,15.23,4,3,4,434
Brett Garcia,40,7,6473.699999999999,1,1,1,111
Brett Gonzalez,229,1,32.6,3,4,4,344
Brett Kapoor,157,1,69.99,2,4,3,243
Brett Lopez,172,1,24.99,3,4,4,344
Brett Madan,610,1,2071.4196,4,4,2,442
Brett Malhotra,314,4,6054.0599999999995,4,2,1,421
Brett Martinez,322,3,3337.0424999999996,4,3,1,431
Brett Mehta,225,9,8173.259999999998,3,1,1,311
Brett Patel,274,2,38.98,4,3,4,434
Brett Perez,253,6,647.94,3,1,2,312
Brett Prasad,211,3,27.769999999999996,3,3,4,334
Brett Raman,32,4,4900.679999999999,1,2,1,121
Brett Rana,123,3,37.269999999999996,2,3,4,234
Brett Rodriguez,46,2,39.980000000000004,1,3,4,134
Brett Sai,175,2,27.279999999999998,3,3,4,334
Brett Sanchez,125,8,5689.8782,2,1,1,211
Brett Srini,82,1,1120.49,1,4,2,142
Brett Subram,50,1,4.99,1,4,4,144
